url,domain,parsed_url,protocol,tld,generic_tld,country_code_tld
https://www.knoll.com/design-plan/products/by-designer/knoll,knoll.com,"ParseResult(scheme='https', netloc='www.knoll.com', path='/design-plan/products/by-designer/knoll', params='', query='', fragment='')",1,com,com,
https://www.balirepublic.com.au/products/fabric-cleaner,balirepublic.com.au,"ParseResult(scheme='https', netloc='www.balirepublic.com.au', path='/products/fabric-cleaner', params='', query='', fragment='')",1,com.au,com,au
https://vastinterior.com.au/products/samson-daybed-single-2,vastinterior.com.au,"ParseResult(scheme='https', netloc='vastinterior.com.au', path='/products/samson-daybed-single-2', params='', query='', fragment='')",1,com.au,com,au
https://www.hudsonfurniture.com.au/products/string-weave-timber-stool,hudsonfurniture.com.au,"ParseResult(scheme='https', netloc='www.hudsonfurniture.com.au', path='/products/string-weave-timber-stool', params='', query='', fragment='')",1,com.au,com,au
https://premiumpatio.com.au/products/outdoor-tables/page/3/,premiumpatio.com.au,"ParseResult(scheme='https', netloc='premiumpatio.com.au', path='/products/outdoor-tables/page/3/', params='', query='', fragment='')",1,com.au,com,au
https://dhfonline.com/products/gift-card,dhfonline.com,"ParseResult(scheme='https', netloc='dhfonline.com', path='/products/gift-card', params='', query='', fragment='')",1,com,com,
https://furnish123watertown.com/products/,furnish123watertown.com,"ParseResult(scheme='https', netloc='furnish123watertown.com', path='/products/', params='', query='', fragment='')",1,com,com,
https://www.tandemarbor.com/products/kaiser-box-bed-blush-plush-velvet,tandemarbor.com,"ParseResult(scheme='https', netloc='www.tandemarbor.com', path='/products/kaiser-box-bed-blush-plush-velvet', params='', query='', fragment='')",1,com,com,
https://www.perchfurniture.com/products/hoyt-chair,perchfurniture.com,"ParseResult(scheme='https', netloc='www.perchfurniture.com', path='/products/hoyt-chair', params='', query='', fragment='')",1,com,com,
http://www.vawayside.net/store/products/tag/beds,vawayside.net,"ParseResult(scheme='http', netloc='www.vawayside.net', path='/store/products/tag/beds', params='', query='', fragment='')",0,net,net,
https://curiousgrace.com.au/products/cleo-desk-lamp,curiousgrace.com.au,"ParseResult(scheme='https', netloc='curiousgrace.com.au', path='/products/cleo-desk-lamp', params='', query='', fragment='')",1,com.au,com,au
https://modshop1.com/collections/amalfi/products/amalfi-3-door-credenza,modshop1.com,"ParseResult(scheme='https', netloc='modshop1.com', path='/collections/amalfi/products/amalfi-3-door-credenza', params='', query='', fragment='')",1,com,com,
https://www.scandesign.com/products/pavia-sectional-ivory,scandesign.com,"ParseResult(scheme='https', netloc='www.scandesign.com', path='/products/pavia-sectional-ivory', params='', query='', fragment='')",1,com,com,
https://www.sofamania.com/products/carl-victorian-inspired-velvet-button-detail-vanity-accent-stool,sofamania.com,"ParseResult(scheme='https', netloc='www.sofamania.com', path='/products/carl-victorian-inspired-velvet-button-detail-vanity-accent-stool', params='', query='', fragment='')",1,com,com,
https://www.fentonandfenton.com.au/products/gift-card&media=http://cdn.shopify.com/s/files/1/1909/9637/products/GiftVouchers_Product_1024x1024.jpg&description=Gift%20Card%20%23Art-Lover%20%23Birthday%20%23Colour-Lover,fentonandfenton.com.au,"ParseResult(scheme='https', netloc='www.fentonandfenton.com.au', path='/products/gift-card&media=http://cdn.shopify.com/s/files/1/1909/9637/products/GiftVouchers_Product_1024x1024.jpg&description=Gift%20Card%20%23Art-Lover%20%23Birthday%20%23Colour-Lover', params='', query='', fragment='')",1,com.au,com,au
https://4-chairs.com/products/mason-chair,4-chairs.com,"ParseResult(scheme='https', netloc='4-chairs.com', path='/products/mason-chair', params='', query='', fragment='')",1,com,com,
https://www.theinside.com/products/x-bench-onyx-austin-stripe-by-old-world-weavers/PTM_XBench_OnyxAustinStripeByOldWorldWeavers,theinside.com,"ParseResult(scheme='https', netloc='www.theinside.com', path='/products/x-bench-onyx-austin-stripe-by-old-world-weavers/PTM_XBench_OnyxAustinStripeByOldWorldWeavers', params='', query='', fragment='')",1,com,com,
https://stationfurniture.store/products/milano,stationfurniture.store,"ParseResult(scheme='https', netloc='stationfurniture.store', path='/products/milano', params='', query='', fragment='')",1,store,store,
https://pinchdesign.com/products/yves-desk,pinchdesign.com,"ParseResult(scheme='https', netloc='pinchdesign.com', path='/products/yves-desk', params='', query='', fragment='')",1,com,com,
https://www.do-shop.com/products/gift-card,do-shop.com,"ParseResult(scheme='https', netloc='www.do-shop.com', path='/products/gift-card', params='', query='', fragment='')",1,com,com,
https://claytongrayhome.com/products/palecek-coco-ruffle-mirror,claytongrayhome.com,"ParseResult(scheme='https', netloc='claytongrayhome.com', path='/products/palecek-coco-ruffle-mirror', params='', query='', fragment='')",1,com,com,
https://dfohome.com/products/patio-furniture/swings/all-swings,dfohome.com,"ParseResult(scheme='https', netloc='dfohome.com', path='/products/patio-furniture/swings/all-swings', params='', query='', fragment='')",1,com,com,
https://acmeshelving.com/collections/signs/products/sale,acmeshelving.com,"ParseResult(scheme='https', netloc='acmeshelving.com', path='/collections/signs/products/sale', params='', query='', fragment='')",1,com,com,
https://www.kmpfurniture.com/fire_collection/products/beds_80.html,kmpfurniture.com,"ParseResult(scheme='https', netloc='www.kmpfurniture.com', path='/fire_collection/products/beds_80.html', params='', query='', fragment='')",1,com,com,
https://www.jseitz.com/products/buddha,jseitz.com,"ParseResult(scheme='https', netloc='www.jseitz.com', path='/products/buddha', params='', query='', fragment='')",1,com,com,
https://www.furnitureworldgalleries.com/products/,furnitureworldgalleries.com,"ParseResult(scheme='https', netloc='www.furnitureworldgalleries.com', path='/products/', params='', query='', fragment='')",1,com,com,
https://www.homekoncepts.com/products/furniture/tables/end-tables/,homekoncepts.com,"ParseResult(scheme='https', netloc='www.homekoncepts.com', path='/products/furniture/tables/end-tables/', params='', query='', fragment='')",1,com,com,
https://cityfurnitureshop.com/collections/greenington/products/azara-bed,cityfurnitureshop.com,"ParseResult(scheme='https', netloc='cityfurnitureshop.com', path='/collections/greenington/products/azara-bed', params='', query='', fragment='')",1,com,com,
https://www.theguestroomfurniture.com/products/,theguestroomfurniture.com,"ParseResult(scheme='https', netloc='www.theguestroomfurniture.com', path='/products/', params='', query='', fragment='')",1,com,com,
https://www.danishinspirations.com/products/products/bedroom/page/3/,danishinspirations.com,"ParseResult(scheme='https', netloc='www.danishinspirations.com', path='/products/products/bedroom/page/3/', params='', query='', fragment='')",1,com,com,
https://columbineshowroom.com/products/,columbineshowroom.com,"ParseResult(scheme='https', netloc='columbineshowroom.com', path='/products/', params='', query='', fragment='')",1,com,com,
https://emfurn.com/products/aaron-sofa,emfurn.com,"ParseResult(scheme='https', netloc='emfurn.com', path='/products/aaron-sofa', params='', query='', fragment='')",1,com,com,
https://fmvegas.com/products/carlo-dresser,fmvegas.com,"ParseResult(scheme='https', netloc='fmvegas.com', path='/products/carlo-dresser', params='', query='', fragment='')",1,com,com,
https://nicoyafurniture.com.au/products/playa-bowl,nicoyafurniture.com.au,"ParseResult(scheme='https', netloc='nicoyafurniture.com.au', path='/products/playa-bowl', params='', query='', fragment='')",1,com.au,com,au
https://galvinbrothers.co.uk/products/alfandbud,galvinbrothers.co.uk,"ParseResult(scheme='https', netloc='galvinbrothers.co.uk', path='/products/alfandbud', params='', query='', fragment='')",1,co.uk,co,uk
https://tyfinefurniture.com/products/enso-platform-bed,tyfinefurniture.com,"ParseResult(scheme='https', netloc='tyfinefurniture.com', path='/products/enso-platform-bed', params='', query='', fragment='')",1,com,com,
https://24estyle.com/products/eliza-fan,24estyle.com,"ParseResult(scheme='https', netloc='24estyle.com', path='/products/eliza-fan', params='', query='', fragment='')",1,com,com,
https://shopspencerfurnituresiouxfalls.com/products/glass-lamp,shopspencerfurnituresiouxfalls.com,"ParseResult(scheme='https', netloc='shopspencerfurnituresiouxfalls.com', path='/products/glass-lamp', params='', query='', fragment='')",1,com,com,
https://bryantscountrystore.com/products/deli-sandwich-carryout,bryantscountrystore.com,"ParseResult(scheme='https', netloc='bryantscountrystore.com', path='/products/deli-sandwich-carryout', params='', query='', fragment='')",1,com,com,
https://vincentdesign.com.au/products/spaltekanden-big-white,vincentdesign.com.au,"ParseResult(scheme='https', netloc='vincentdesign.com.au', path='/products/spaltekanden-big-white', params='', query='', fragment='')",1,com.au,com,au
https://magnolialane.biz/products/anika-cushion,magnolialane.biz,"ParseResult(scheme='https', netloc='magnolialane.biz', path='/products/anika-cushion', params='', query='', fragment='')",1,biz,biz,
https://blupeter.com.au/products/tulip-object,blupeter.com.au,"ParseResult(scheme='https', netloc='blupeter.com.au', path='/products/tulip-object', params='', query='', fragment='')",1,com.au,com,au
https://www.cranmorehome.com.au/products/gift-card,cranmorehome.com.au,"ParseResult(scheme='https', netloc='www.cranmorehome.com.au', path='/products/gift-card', params='', query='', fragment='')",1,com.au,com,au
https://www.vavoom.com.au/products/ebony-chest,vavoom.com.au,"ParseResult(scheme='https', netloc='www.vavoom.com.au', path='/products/ebony-chest', params='', query='', fragment='')",1,com.au,com,au
https://www.goodwoodfurniture.com.au/products/wardrobes/colonial-robe/,goodwoodfurniture.com.au,"ParseResult(scheme='https', netloc='www.goodwoodfurniture.com.au', path='/products/wardrobes/colonial-robe/', params='', query='', fragment='')",1,com.au,com,au
https://valentinesfurniture.com.au/products/,valentinesfurniture.com.au,"ParseResult(scheme='https', netloc='valentinesfurniture.com.au', path='/products/', params='', query='', fragment='')",1,com.au,com,au
https://www.loungesplus.com.au/products/baird-fabric-lounge-package,loungesplus.com.au,"ParseResult(scheme='https', netloc='www.loungesplus.com.au', path='/products/baird-fabric-lounge-package', params='', query='', fragment='')",1,com.au,com,au
https://www.yellowleafhammocks.com/products/hammock-gift-card,yellowleafhammocks.com,"ParseResult(scheme='https', netloc='www.yellowleafhammocks.com', path='/products/hammock-gift-card', params='', query='', fragment='')",1,com,com,
https://asplundstore.se/products/fish-bricka,asplundstore.se,"ParseResult(scheme='https', netloc='asplundstore.se', path='/products/fish-bricka', params='', query='', fragment='')",1,se,se,
https://distinctive-interiors.com/products/,distinctive-interiors.com,"ParseResult(scheme='https', netloc='distinctive-interiors.com', path='/products/', params='', query='', fragment='')",1,com,com,
https://runyonsfinefurniture.com/products/alf-bar-stool,runyonsfinefurniture.com,"ParseResult(scheme='https', netloc='runyonsfinefurniture.com', path='/products/alf-bar-stool', params='', query='', fragment='')",1,com,com,
https://www.comfortfurniture.com.sg/sale/products/office,comfortfurniture.com.sg,"ParseResult(scheme='https', netloc='www.comfortfurniture.com.sg', path='/sale/products/office', params='', query='', fragment='')",1,com.sg,com,sg
https://karladubois.com/products/wooster-convertible-crib,karladubois.com,"ParseResult(scheme='https', netloc='karladubois.com', path='/products/wooster-convertible-crib', params='', query='', fragment='')",1,com,com,
https://brownsquirrelfurniture.com/furniture/rest-bedrooms/rest-beds/sleep-queen/products/laurel-sleigh/,brownsquirrelfurniture.com,"ParseResult(scheme='https', netloc='brownsquirrelfurniture.com', path='/furniture/rest-bedrooms/rest-beds/sleep-queen/products/laurel-sleigh/', params='', query='', fragment='')",1,com,com,
https://viesso.com/products/haru-bed,viesso.com,"ParseResult(scheme='https', netloc='viesso.com', path='/products/haru-bed', params='', query='', fragment='')",1,com,com,
https://floydhome.com/products/the-floyd-hat,floydhome.com,"ParseResult(scheme='https', netloc='floydhome.com', path='/products/the-floyd-hat', params='', query='', fragment='')",1,com,com,
https://www.mybudgetfurniture.com/products/3pc-sectional,mybudgetfurniture.com,"ParseResult(scheme='https', netloc='www.mybudgetfurniture.com', path='/products/3pc-sectional', params='', query='', fragment='')",1,com,com,
https://www.fiveelementsfurniture.com/collections/sola-office-collection/products/sola-lift-desk,fiveelementsfurniture.com,"ParseResult(scheme='https', netloc='www.fiveelementsfurniture.com', path='/collections/sola-office-collection/products/sola-lift-desk', params='', query='', fragment='')",1,com,com,
https://www.fads.co.uk/products/living/sofas/sofa-beds/,fads.co.uk,"ParseResult(scheme='https', netloc='www.fads.co.uk', path='/products/living/sofas/sofa-beds/', params='', query='', fragment='')",1,co.uk,co,uk
https://test-danish-inspirations.pantheonsite.io/products/products/bedroom/page/3/,test-danish-inspirations.pantheonsite.io,"ParseResult(scheme='https', netloc='test-danish-inspirations.pantheonsite.io', path='/products/products/bedroom/page/3/', params='', query='', fragment='')",1,io,io,
https://www.hipvan.com/products/sleep-mattress?ref=nav_dropdown,hipvan.com,"ParseResult(scheme='https', netloc='www.hipvan.com', path='/products/sleep-mattress', params='', query='ref=nav_dropdown', fragment='')",1,com,com,
https://dev-danish-inspirations.pantheonsite.io/products/products/bedroom/page/3/,dev-danish-inspirations.pantheonsite.io,"ParseResult(scheme='https', netloc='dev-danish-inspirations.pantheonsite.io', path='/products/products/bedroom/page/3/', params='', query='', fragment='')",1,io,io,
https://houseofhollingsworthblog.com/products/locker,houseofhollingsworthblog.com,"ParseResult(scheme='https', netloc='houseofhollingsworthblog.com', path='/products/locker', params='', query='', fragment='')",1,com,com,
https://www.wardrobe-bunk-bed-sofa.uk/products/wardrobe-ava-4-3,wardrobe-bunk-bed-sofa.uk,"ParseResult(scheme='https', netloc='www.wardrobe-bunk-bed-sofa.uk', path='/products/wardrobe-ava-4-3', params='', query='', fragment='')",1,uk,uk,
https://dwell.co.uk/products/sleep/type/bed/,dwell.co.uk,"ParseResult(scheme='https', netloc='dwell.co.uk', path='/products/sleep/type/bed/', params='', query='', fragment='')",1,co.uk,co,uk
https://www.hopewells.co.uk/products/living-dining/sofas-chairs/tetrad/tetrad-patna-chair,hopewells.co.uk,"ParseResult(scheme='https', netloc='www.hopewells.co.uk', path='/products/living-dining/sofas-chairs/tetrad/tetrad-patna-chair', params='', query='', fragment='')",1,co.uk,co,uk
https://kokocollective.com.au/products/esme-natural-rattan-day-bed,kokocollective.com.au,"ParseResult(scheme='https', netloc='kokocollective.com.au', path='/products/esme-natural-rattan-day-bed', params='', query='', fragment='')",1,com.au,com,au
https://www.timothyoulton.com/products/living/sectional-sofas,timothyoulton.com,"ParseResult(scheme='https', netloc='www.timothyoulton.com', path='/products/living/sectional-sofas', params='', query='', fragment='')",1,com,com,
https://www.warmnordic.com/global/products/news,warmnordic.com,"ParseResult(scheme='https', netloc='www.warmnordic.com', path='/global/products/news', params='', query='', fragment='')",1,com,com,
https://www.royaloakfurniture.co.uk/products/pop-bench,royaloakfurniture.co.uk,"ParseResult(scheme='https', netloc='www.royaloakfurniture.co.uk', path='/products/pop-bench', params='', query='', fragment='')",1,co.uk,co,uk
https://mulamu.com/products/membership,mulamu.com,"ParseResult(scheme='https', netloc='mulamu.com', path='/products/membership', params='', query='', fragment='')",1,com,com,
http://www.genesisfurniturelv.com/products/,genesisfurniturelv.com,"ParseResult(scheme='http', netloc='www.genesisfurniturelv.com', path='/products/', params='', query='', fragment='')",0,com,com,
https://daufurniture.com/products/style/transitional/dana-upholstered-bed/,daufurniture.com,"ParseResult(scheme='https', netloc='daufurniture.com', path='/products/style/transitional/dana-upholstered-bed/', params='', query='', fragment='')",1,com,com,
https://www.waynesfinefurnitureandbedding.com/search/products/?s=power+recliners&pp=120,waynesfinefurnitureandbedding.com,"ParseResult(scheme='https', netloc='www.waynesfinefurnitureandbedding.com', path='/search/products/', params='', query='s=power+recliners&pp=120', fragment='')",1,com,com,
https://theodores.com/products/,theodores.com,"ParseResult(scheme='https', netloc='theodores.com', path='/products/', params='', query='', fragment='')",1,com,com,
https://www.theoakfurnitureshop.com/products/country-trend-solid-oak-tv-stand-51/,theoakfurnitureshop.com,"ParseResult(scheme='https', netloc='www.theoakfurnitureshop.com', path='/products/country-trend-solid-oak-tv-stand-51/', params='', query='', fragment='')",1,com,com,
https://totalpatioaccessories.com/products/product07,totalpatioaccessories.com,"ParseResult(scheme='https', netloc='totalpatioaccessories.com', path='/products/product07', params='', query='', fragment='')",1,com,com,
https://www.groensfinefurniture.com/products/Miscellaneous/misc/394554.html,groensfinefurniture.com,"ParseResult(scheme='https', netloc='www.groensfinefurniture.com', path='/products/Miscellaneous/misc/394554.html', params='', query='', fragment='')",1,com,com,
https://yesterdaystreefurniture.com/products/gifts/,yesterdaystreefurniture.com,"ParseResult(scheme='https', netloc='yesterdaystreefurniture.com', path='/products/gifts/', params='', query='', fragment='')",1,com,com,
https://www.jensen-lewis.com/products/guardsman-gold-complete-plan,jensen-lewis.com,"ParseResult(scheme='https', netloc='www.jensen-lewis.com', path='/products/guardsman-gold-complete-plan', params='', query='', fragment='')",1,com,com,
https://www.popandscott.com/products/raffia-sun,popandscott.com,"ParseResult(scheme='https', netloc='www.popandscott.com', path='/products/raffia-sun', params='', query='', fragment='')",1,com,com,
https://shophorne.com/products/sarpaneva-cast-iron-casserole,shophorne.com,"ParseResult(scheme='https', netloc='shophorne.com', path='/products/sarpaneva-cast-iron-casserole', params='', query='', fragment='')",1,com,com,
https://cultdesign.co.nz/products/molloy-chair,cultdesign.co.nz,"ParseResult(scheme='https', netloc='cultdesign.co.nz', path='/products/molloy-chair', params='', query='', fragment='')",1,co.nz,co,nz
https://www.gloster.com/en/products/materials/teak,gloster.com,"ParseResult(scheme='https', netloc='www.gloster.com', path='/en/products/materials/teak', params='', query='', fragment='')",1,com,com,
https://thebrick.com/products/tacoma-chest,thebrick.com,"ParseResult(scheme='https', netloc='thebrick.com', path='/products/tacoma-chest', params='', query='', fragment='')",1,com,com,
https://capsulehome.com/products/frey-sofa'%3EFrey%20Sofa%3C/a%3E%20and%20I%20wanted%20to%20share%20it%20with%20you,capsulehome.com,"ParseResult(scheme='https', netloc='capsulehome.com', path=""/products/frey-sofa'%3EFrey%20Sofa%3C/a%3E%20and%20I%20wanted%20to%20share%20it%20with%20you"", params='', query='', fragment='')",1,com,com,
https://www.altamodafurniture.com/products/Woodworks/ca_ww/3701npt.html,altamodafurniture.com,"ParseResult(scheme='https', netloc='www.altamodafurniture.com', path='/products/Woodworks/ca_ww/3701npt.html', params='', query='', fragment='')",1,com,com,
https://www.normann-copenhagen.com/en/en/products/tivoli/lamps/toli-lamp--20-cm-eu-5005028,normann-copenhagen.com,"ParseResult(scheme='https', netloc='www.normann-copenhagen.com', path='/en/en/products/tivoli/lamps/toli-lamp--20-cm-eu-5005028', params='', query='', fragment='')",1,com,com,
https://www.gowfb.com/products/patio-set-covers,gowfb.com,"ParseResult(scheme='https', netloc='www.gowfb.com', path='/products/patio-set-covers', params='', query='', fragment='')",1,com,com,
https://allwoodfurn.com/products/group-119-rustic-two-tone-gathering-table-and-barstools,allwoodfurn.com,"ParseResult(scheme='https', netloc='allwoodfurn.com', path='/products/group-119-rustic-two-tone-gathering-table-and-barstools', params='', query='', fragment='')",1,com,com,
https://decorum-shop.co.uk/products/gift-card-10-25-50-100,decorum-shop.co.uk,"ParseResult(scheme='https', netloc='decorum-shop.co.uk', path='/products/gift-card-10-25-50-100', params='', query='', fragment='')",1,co.uk,co,uk
https://lostine.com/products/jack-chairs,lostine.com,"ParseResult(scheme='https', netloc='lostine.com', path='/products/jack-chairs', params='', query='', fragment='')",1,com,com,
https://designkollective.com/stores/woodlandcreek/products/76623,designkollective.com,"ParseResult(scheme='https', netloc='designkollective.com', path='/stores/woodlandcreek/products/76623', params='', query='', fragment='')",1,com,com,
https://www.somedaydesigns.co.uk/products/muuto-tip-lamp?variant=513748041743,somedaydesigns.co.uk,"ParseResult(scheme='https', netloc='www.somedaydesigns.co.uk', path='/products/muuto-tip-lamp', params='', query='variant=513748041743', fragment='')",1,co.uk,co,uk
https://www.mainecottage.com/collections/workspace/products/big-cay-desk,mainecottage.com,"ParseResult(scheme='https', netloc='www.mainecottage.com', path='/collections/workspace/products/big-cay-desk', params='', query='', fragment='')",1,com,com,
https://pawleysislandhammocks.com/products/swings/rope,pawleysislandhammocks.com,"ParseResult(scheme='https', netloc='pawleysislandhammocks.com', path='/products/swings/rope', params='', query='', fragment='')",1,com,com,
https://homeresource.com/products/series-7-chair&media=http://cdn.shopify.com/s/files/1/1170/0268/products/Series-7-ann-1423601841_1024x1024.jpeg&description=Series%207%20Chair%20%23Chairs,homeresource.com,"ParseResult(scheme='https', netloc='homeresource.com', path='/products/series-7-chair&media=http://cdn.shopify.com/s/files/1/1170/0268/products/Series-7-ann-1423601841_1024x1024.jpeg&description=Series%207%20Chair%20%23Chairs', params='', query='', fragment='')",1,com,com,
https://www.antoninimodernliving.com/products/,antoninimodernliving.com,"ParseResult(scheme='https', netloc='www.antoninimodernliving.com', path='/products/', params='', query='', fragment='')",1,com,com,
https://www.shorehousefurniture.com/products/Rowe-Furniture/rowe/c396sect.html,shorehousefurniture.com,"ParseResult(scheme='https', netloc='www.shorehousefurniture.com', path='/products/Rowe-Furniture/rowe/c396sect.html', params='', query='', fragment='')",1,com,com,
https://www.jandjtreasuretrove.net/apps/webstore/products/show/8098794,jandjtreasuretrove.net,"ParseResult(scheme='https', netloc='www.jandjtreasuretrove.net', path='/apps/webstore/products/show/8098794', params='', query='', fragment='')",1,net,net,
https://www.idcmn.com/products/sun-company-861013-queen-bed&source=webclient,idcmn.com,"ParseResult(scheme='https', netloc='www.idcmn.com', path='/products/sun-company-861013-queen-bed&source=webclient', params='', query='', fragment='')",1,com,com,
https://calligarisla.com/products/living/sofas/metro/minimal-and-contemporary-modular-sofa,calligarisla.com,"ParseResult(scheme='https', netloc='calligarisla.com', path='/products/living/sofas/metro/minimal-and-contemporary-modular-sofa', params='', query='', fragment='')",1,com,com,
https://stealasofa.com/products/isla-gray-fabric-sectional-sofa-4249,stealasofa.com,"ParseResult(scheme='https', netloc='stealasofa.com', path='/products/isla-gray-fabric-sectional-sofa-4249', params='', query='', fragment='')",1,com,com,
https://urbanfurnishing.net/products/5a-rio,urbanfurnishing.net,"ParseResult(scheme='https', netloc='urbanfurnishing.net', path='/products/5a-rio', params='', query='', fragment='')",1,net,net,
https://vancouverwoodworks.com/products/aamerica-wslcb5091,vancouverwoodworks.com,"ParseResult(scheme='https', netloc='vancouverwoodworks.com', path='/products/aamerica-wslcb5091', params='', query='', fragment='')",1,com,com,
https://www.kannoa.com/products/lipa-barstool,kannoa.com,"ParseResult(scheme='https', netloc='www.kannoa.com', path='/products/lipa-barstool', params='', query='', fragment='')",1,com,com,
https://furnitureoutletnc.com/products/deluxe-full-mattress,furnitureoutletnc.com,"ParseResult(scheme='https', netloc='furnitureoutletnc.com', path='/products/deluxe-full-mattress', params='', query='', fragment='')",1,com,com,
https://www.furnituremarts.com/products/gallery-home.aspx,furnituremarts.com,"ParseResult(scheme='https', netloc='www.furnituremarts.com', path='/products/gallery-home.aspx', params='', query='', fragment='')",1,com,com,
https://osmen.com.au/products/customize-cushion,osmen.com.au,"ParseResult(scheme='https', netloc='osmen.com.au', path='/products/customize-cushion', params='', query='', fragment='')",1,com.au,com,au
https://www.stevenshellliving.com/products/piccolo-jug,stevenshellliving.com,"ParseResult(scheme='https', netloc='www.stevenshellliving.com', path='/products/piccolo-jug', params='', query='', fragment='')",1,com,com,
https://www.thefurnituremegastore.co.uk/products/noir-80x180-cm-wall-mirror,thefurnituremegastore.co.uk,"ParseResult(scheme='https', netloc='www.thefurnituremegastore.co.uk', path='/products/noir-80x180-cm-wall-mirror', params='', query='', fragment='')",1,co.uk,co,uk
https://contempoconcepts.com/products/winndom-berkeley-iii?_pos=1&_sid=362e09ca2&_ss=r,contempoconcepts.com,"ParseResult(scheme='https', netloc='contempoconcepts.com', path='/products/winndom-berkeley-iii', params='', query='_pos=1&_sid=362e09ca2&_ss=r', fragment='')",1,com,com,
https://eurolivingfurniture.com/products/746-writing-desk,eurolivingfurniture.com,"ParseResult(scheme='https', netloc='eurolivingfurniture.com', path='/products/746-writing-desk', params='', query='', fragment='')",1,com,com,
https://www.efurnitureny.com/products/wardrobes-and-closets/wardrobe-closet-and-armoires,efurnitureny.com,"ParseResult(scheme='https', netloc='www.efurnitureny.com', path='/products/wardrobes-and-closets/wardrobe-closet-and-armoires', params='', query='', fragment='')",1,com,com,
https://sarahellison.com.au/collections/all/products/muse,sarahellison.com.au,"ParseResult(scheme='https', netloc='sarahellison.com.au', path='/collections/all/products/muse', params='', query='', fragment='')",1,com.au,com,au
https://oakspecialists.com/products/bedroom/beds/63/,oakspecialists.com,"ParseResult(scheme='https', netloc='oakspecialists.com', path='/products/bedroom/beds/63/', params='', query='', fragment='')",1,com,com,
https://midinmod.com/products/vendetta-bookcase%20via%20@https://twitter.com/midinmod?lang=en,midinmod.com,"ParseResult(scheme='https', netloc='midinmod.com', path='/products/vendetta-bookcase%20via%20@https://twitter.com/midinmod', params='', query='lang=en', fragment='')",1,com,com,
https://www.unclaimed-furniture.com/products/Standard-Furniture/stand/11406.html,unclaimed-furniture.com,"ParseResult(scheme='https', netloc='www.unclaimed-furniture.com', path='/products/Standard-Furniture/stand/11406.html', params='', query='', fragment='')",1,com,com,
http://www.kis-lv.com/Products/products.html,kis-lv.com,"ParseResult(scheme='http', netloc='www.kis-lv.com', path='/Products/products.html', params='', query='', fragment='')",0,com,com,
